epoch,acc,loss,auc,test_acc,test_auc,test_loss
0.0,0.20480859375,2.048129385906743,0.70009733048526,,,
0.0,0.204861328125,2.0481598448676115,0.7000500410710597,,,
0.0,0.204896484375,2.0480902449477414,0.7000957099694858,,,
0.0,0.20495703125,2.047876219531492,0.7001657084967043,,,
1.0,0.2121640625,2.035778553377579,0.7050801920654438,,,
1.0,0.21215625,2.035625307312689,0.7051645982232949,,,
1.0,0.21239453125,2.035452165273796,0.7051793959809538,,,
1.0,0.212103515625,2.03597111656871,0.7050190596568502,,,
2.0,0.190806640625,2.067727166924674,0.7023085245888789,,,
2.0,0.1908984375,2.067501889105435,0.7023325533269241,,,
2.0,0.190775390625,2.0676450514056546,0.7022636113988894,,,
2.0,0.19102734375,2.067509867142759,0.7023454744474854,,,
3.0,0.16137890625,2.1391130690461684,0.6941598677255668,,,
3.0,0.1613125,2.138880353752469,0.6942783368540815,,,
3.0,0.161318359375,2.139000778702312,0.6941926366453165,,,
3.0,0.161326171875,2.1391082168305755,0.6942292089422153,,,
4.0,0.187412109375,2.2175128801943456,0.7251626288867704,,,
4.0,0.187541015625,2.217198735340568,0.7251779883986962,,,
4.0,0.18770703125,2.216909847663254,0.7251422606697455,,,
4.0,0.187546875,2.217199795886472,0.7251684407689436,,,
5.0,0.17701171875,2.3104577083762963,0.6975033749253254,,,
5.0,0.1770859375,2.310109314062138,0.6975776319997932,,,
5.0,0.1771328125,2.309376841165605,0.697680488516114,,,
5.0,0.177083984375,2.310095542350681,0.6974940263745043,,,
6.0,0.2081640625,2.236683393410867,0.708677125937493,,,
6.0,0.208029296875,2.237126719727904,0.7085787733741065,,,
6.0,0.20823046875,2.2364046563776228,0.7086921716781047,,,
6.0,0.208326171875,2.236342294026568,0.7087358581308761,,,
7.0,0.20725,2.225913472577613,0.7091986739054863,,,
7.0,0.207205078125,2.225967347791447,0.7092321967375421,,,
7.0,0.207072265625,2.226409315504176,0.7091704739373094,,,
7.0,0.207005859375,2.2261568676044794,0.7092257197666743,,,
8.0,0.204671875,2.2460455683266582,0.7076746754165864,,,
8.0,0.20461328125,2.2463016557266173,0.7077033707756551,,,
8.0,0.20454296875,2.246481888007193,0.7075946988734353,,,
9.0,0.206486328125,2.2464519331738075,0.7080604144070376,,,
9.0,0.20648828125,2.246735460648565,0.7079707031361633,,,
9.0,0.206556640625,2.2466664106011254,0.7079673075336371,,,
9.0,0.206484375,2.247011551981208,0.7079843687471226,,,
,,,,0.202974,,0.0
,,,,0.1424875,,0.0
,,,,0.5321035,,0.0
,,,,0.215317,,0.0
,,,,0.3477995,,0.0
,,,,0.0,,0.0
,,,,0.3649735,,0.0
,,,,0.2912955,,0.0
,,,,0.0,,0.0
,,,,0.0245515,,0.0
