epoch,acc,loss,auc,test_acc,test_auc,test_loss
0.0,0.469009765625,1.411308365976816,0.873343937556761,,,
0.0,0.46909765625,1.4111440038441423,0.8733704962418533,,,
0.0,0.46912890625,1.411144657184473,0.8733911222059629,,,
0.0,0.469296875,1.4111152615222833,0.8733709451427605,,,
1.0,0.546001953125,1.231701933850741,0.9040313548831004,,,
1.0,0.54616796875,1.2313251074085982,0.9040573708825296,,,
1.0,0.54606640625,1.2317496856359318,0.9039726672992944,,,
1.0,0.5458359375,1.23170422671493,0.904012693456559,,,
2.0,0.559,1.195785401806425,0.9113756093629444,,,
2.0,0.5585546875,1.1964663114734664,0.9113322921448772,,,
2.0,0.558904296875,1.1959679522306756,0.9113517681825746,,,
2.0,0.5589453125,1.195418634720505,0.9114599852172204,,,
3.0,0.5796875,1.150627133045275,0.9175686029778126,,,
60935.0,,,,,,
3.0,0.579560546875,1.151069362503494,0.917509653003336,,,
3.0,0.579546875,1.1512612233511317,0.9174641157475268,,,
4.0,0.59791015625,1.1062462129620927,0.9219165773939828,,,
4.0,0.597873046875,1.1058791348282435,0.9219443353519752,,,
4.0,0.59799609375,1.1057846851499182,0.9219575866408282,,,
4.0,0.59794140625,1.1058766911228894,0.921928688889133,,,
5.0,0.57751953125,1.1481167232298275,0.9184654260459494,,,
5.0,0.577244140625,1.1487670960774414,0.91842974468002,,,
5.0,0.57764453125,1.1480684044071403,0.9185035875697573,,,
5.0,0.577400390625,1.1483539345735332,0.918421480975626,,,
6.0,0.60687890625,1.0735858376896412,0.928090340714708,,,
6.0,0.606892578125,1.0732152617538728,0.9281303434402054,,,
6.0,0.6073046875,1.073121039285158,0.9280965477958714,,,
6.0,0.60655859375,1.0739962732582418,0.9280458196238032,,,
7.0,0.6193203125,1.0455605912544883,0.9306314439868888,,,
7.0,0.619498046875,1.0452975027449476,0.9306700774947084,,,
7.0,0.619359375,1.045600317702063,0.9306471626211412,,,
7.0,0.619296875,1.045645947376992,0.930640798263542,,,
8.0,0.62284375,1.0355892373843774,0.9316134402593064,,,
8.0,0.623013671875,1.0351191343402584,0.931665428785482,,,
8.0,0.622955078125,1.0353870803243963,0.9316042795313138,,,
8.0,0.62301171875,1.035296860162921,0.9316257496978396,,,
9.0,0.622853515625,1.034097776677399,0.931831240464452,,,
9.0,0.622876953125,1.0341195292011076,0.9318362240751868,,,
9.0,0.623158203125,1.0332915509429927,0.9319003478097324,,,
9.0,0.623015625,1.0338521600970043,0.9318613795321566,,,
,,,,0.7534035,,0.0
,,,,0.3848785,,0.0
,,,,0.540691,,0.0
,,,,0.819494,,0.0
,,,,0.371801,,0.0
,,,,0.83616,,0.0
,,,,0.883368,,0.0
,,,,0.6082785,,0.0
,,,,0.4662075,,0.0
,,,,0.5634675,,0.0
