epoch,acc,loss,auc,test_acc,test_auc,test_loss
0.0,0.8167013444302177,0.4143733185170722,,,,
1.0,0.8239086507682458,0.4046156553768281,,,,
2.0,0.8222581225992317,0.4038677929807853,,,,
3.0,0.8290753040973111,0.3970300115014878,,,,
4.0,0.8293603953265045,0.3939852717663835,,,,
5.0,0.8241687339948783,0.4050375996114816,,,,
6.0,0.8302856914212549,0.3942136477230103,,,,
7.0,0.8343970070422535,0.3868563192875796,,,,
8.0,0.8345220470550576,0.385448410963099,,,,
9.0,0.835112235915493,0.3849857730717028,,,,
,,,,0.8339133391333914,,0.0
