epoch,acc,loss,auc,test_acc,test_auc,test_loss
0.0,0.91799560546875,0.2003581618262378,,,,
1.0,0.92228271484375,0.19777144078783,,,,
2.0,0.92618408203125,0.1803765066796204,,,,
3.0,0.9276220703125,0.1805320662845848,,,,
4.0,0.9224462890625,0.2005894689299918,,,,
5.0,0.92755615234375,0.1784028496481771,,,,
6.0,0.928291015625,0.1794569625195692,,,,
7.0,0.93068115234375,0.1715166524663492,,,,
8.0,0.9322705078125,0.1682619777294758,,,,
9.0,0.93267333984375,0.1667214415322411,,,,
,,,,0.9339651830821364,,0.0
