epoch,acc,loss,auc,test_acc,test_auc,test_loss
0.0,0.67233642578125,0.5896570389578148,,,,
1.0,0.499873046875,0.6935076359141006,,,,
2.0,0.50016845703125,0.6933597337826213,,,,
3.0,0.50005126953125,0.6932607321533204,,,,
4.0,0.49986083984375,0.6931833795233967,,,,
5.0,0.499951171875,0.6931920068243506,,,,
6.0,0.4995263671875,0.6933332071419116,,,,
7.0,0.500810546875,0.6931509462414628,,,,
8.0,0.50048828125,0.6931491508536058,,,,
9.0,0.500634765625,0.6931464855484031,,,,
,,,,0.6732739437473855,,0.0
